,gu,dong,apt,addr,area,completion,transaction_ym,floor,price,price/pyeong,latitude,longitude
83,광진구,구의동,구의강변우성아파트,구의동 546-7 구의강변우성아파트,84.76,1992,201702,4,53100,2067,37.5353447,127.0929420
84,광진구,구의동,구의강변우성아파트,구의동 546-7 구의강변우성아파트,84.76,1992,201702,8,56500,2200,37.5353447,127.0929420
85,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.88,1996,201702,4,58000,2255,37.5386320,127.0958857
86,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201702,8,65800,2557,37.5386320,127.0958857
87,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201702,28,51300,2830,37.5374022,127.0976327
88,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.86,1996,201702,7,60000,2333,37.5386320,127.0958857
89,광진구,구의동,삼성쉐르빌,구의동 199-18 삼성쉐르빌,141.78,2001,201702,5,75000,1746,37.5399052,127.0948311
90,광진구,구의동,아차산휴먼시아,구의동 663 아차산휴먼시아,108.72,2010,201702,4,74500,2261,37.5478608,127.0930878
91,광진구,구의동,아크로리버,구의동 589-10 아크로리버,164.7228,2004,201702,34,110000,2204,37.5360563,127.0928472
92,광진구,구의동,아크로리버,구의동 589-10 아크로리버,150.6416,2004,201703,16,84900,1860,37.5360563,127.0928472
93,광진구,구의동,삼성쉐르빌,구의동 199-18 삼성쉐르빌,144.51,2001,201703,19,73300,1674,37.5399052,127.0948311
94,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.88,1996,201703,3,58000,2255,37.5386320,127.0958857
95,광진구,구의동,구의강변우성아파트,구의동 546-7 구의강변우성아파트,84.76,1992,201703,17,56900,2215,37.5353447,127.0929420
96,광진구,구의동,삼성쉐르빌,구의동 199-18 삼성쉐르빌,156.73,2001,201703,3,69800,1470,37.5399052,127.0948311
97,광진구,구의동,아크로리버,구의동 589-10 아크로리버,132.0263,2004,201703,13,79200,1980,37.5360563,127.0928472
98,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201703,16,53000,2924,37.5374022,127.0976327
99,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201703,21,63500,2468,37.5386320,127.0958857
100,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.75,1996,201703,5,58300,2270,37.5386320,127.0958857
101,광진구,구의동,광진해모로리버뷰,구의동 547-7 광진해모로리버뷰,179.75,2009,201703,14,90000,1652,37.5333608,127.0921315
102,광진구,구의동,구의현대7단지현대홈타운,구의동 587-54 구의현대7단지현대홈타운,84.99,1997,201703,6,52000,2019,37.5368422,127.0909417
103,광진구,구의동,구의현대7단지현대홈타운,구의동 587-54 구의현대7단지현대홈타운,59.97,1997,201703,13,44500,2449,37.5368422,127.0909417
104,광진구,구의동,광진해모로리버뷰,구의동 547-7 광진해모로리버뷰,122.73,2009,201703,13,73000,1963,37.5333608,127.0921315
105,광진구,구의동,대영(2동),구의동 254-41 대영(2동),84.66,2004,201703,1,43700,1703,37.5420910,127.0836956
106,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201703,13,64500,2507,37.5386320,127.0958857
107,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201703,9,64000,2487,37.5386320,127.0958857
108,광진구,구의동,삼성쉐르빌,구의동 199-18 삼성쉐르빌,132.77,2001,201703,10,70500,1752,37.5399052,127.0948311
109,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.88,1996,201703,20,60300,2344,37.5386320,127.0958857
110,광진구,구의동,아차산휴먼시아,구의동 663 아차산휴먼시아,84.76,2010,201703,1,58000,2258,37.5478608,127.0930878
111,광진구,구의동,구의현대6단지,구의동 610 구의현대6단지,84.92,1994,201703,19,57500,2234,37.5385031,127.0946758
112,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.86,1996,201703,27,60000,2333,37.5386320,127.0958857
113,광진구,구의동,구의현대6단지,구의동 610 구의현대6단지,84.84,1994,201703,1,52000,2023,37.5385031,127.0946758
114,광진구,구의동,광진해모로리버뷰,구의동 547-7 광진해모로리버뷰,122.73,2009,201703,13,73000,1963,37.5333608,127.0921315
115,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201703,1,54000,2099,37.5386320,127.0958857
116,광진구,구의동,아차산휴먼시아,구의동 663 아차산휴먼시아,84.76,2010,201703,6,57000,2219,37.5478608,127.0930878
117,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201703,17,52800,2913,37.5374022,127.0976327
118,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.86,1996,201703,21,63500,2469,37.5386320,127.0958857
119,광진구,구의동,현대프라임,구의동 631-1 현대프라임,126.66,1997,201703,27,99000,2579,37.5374022,127.0976327
120,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201703,18,63500,2468,37.5386320,127.0958857
121,광진구,구의동,구의현대7단지현대홈타운,구의동 587-54 구의현대7단지현대홈타운,59.97,1997,201703,1,42500,2339,37.5368422,127.0909417
122,광진구,구의동,구의현대7단지현대홈타운,구의동 587-54 구의현대7단지현대홈타운,84.99,1997,201703,21,55000,2136,37.5368422,127.0909417
123,광진구,구의동,구의현대7단지현대홈타운,구의동 587-54 구의현대7단지현대홈타운,84.99,1997,201703,1,50000,1941,37.5368422,127.0909417
124,광진구,구의동,현대13차폴라트리움,구의동 199-23 현대13차폴라트리움,154.92,2006,201703,14,87000,1853,37.5394231,127.0946231
125,광진구,구의동,현대프라임,구의동 631-1 현대프라임,126.66,1997,201703,19,110000,2866,37.5374022,127.0976327
126,광진구,구의동,구의현대7단지현대홈타운,구의동 587-54 구의현대7단지현대홈타운,59.97,1997,201703,5,43500,2394,37.5368422,127.0909417
127,광진구,구의동,구의청정,구의동 226-12 구의청정,64.7,2004,201703,6,33000,1683,37.5434534,127.0894280
128,광진구,구의동,구의현대6단지,구의동 610 구의현대6단지,84.93,1994,201703,20,63500,2467,37.5385031,127.0946758
129,광진구,구의동,현대프라임,구의동 631-1 현대프라임,84.99,1997,201703,5,68000,2640,37.5374022,127.0976327
130,광진구,구의동,구의현대7단지현대홈타운,구의동 587-54 구의현대7단지현대홈타운,84.99,1997,201703,3,54500,2116,37.5368422,127.0909417
131,광진구,구의동,구의현대6단지,구의동 610 구의현대6단지,84.92,1994,201703,13,61500,2390,37.5385031,127.0946758
132,광진구,구의동,아차산휴먼시아,구의동 663 아차산휴먼시아,84.68,2010,201703,8,59500,2319,37.5478608,127.0930878
133,광진구,구의동,현대프라임,구의동 631-1 현대프라임,84.99,1997,201703,16,67800,2633,37.5374022,127.0976327
134,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201703,13,64500,2507,37.5386320,127.0958857
135,광진구,구의동,구의현대6단지,구의동 610 구의현대6단지,84.92,1994,201703,23,60000,2332,37.5385031,127.0946758
136,광진구,구의동,구의현대7단지현대홈타운,구의동 587-54 구의현대7단지현대홈타운,84.99,1997,201704,8,53400,2073,37.5368422,127.0909417
137,광진구,구의동,구의현대6단지,구의동 610 구의현대6단지,84.92,1994,201704,5,57000,2215,37.5385031,127.0946758
138,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.88,1996,201704,27,59800,2325,37.5386320,127.0958857
139,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.75,1996,201704,14,59850,2330,37.5386320,127.0958857
140,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201704,10,62500,2429,37.5386320,127.0958857
141,광진구,구의동,현대프라임,구의동 631-1 현대프라임,84.99,1997,201704,22,72500,2815,37.5374022,127.0976327
142,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201704,9,51000,2813,37.5374022,127.0976327
143,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201704,8,65000,2526,37.5386320,127.0958857
144,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201704,15,62700,2437,37.5386320,127.0958857
145,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201704,16,66000,2565,37.5386320,127.0958857
146,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201704,3,51000,2813,37.5374022,127.0976327
147,광진구,구의동,아크로리버,구의동 589-10 아크로리버,150.6416,2004,201704,23,94000,2059,37.5360563,127.0928472
148,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201704,20,63000,2448,37.5386320,127.0958857
149,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201704,2,48000,2648,37.5374022,127.0976327
150,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201704,23,63650,2474,37.5386320,127.0958857
151,광진구,구의동,현대프라임,구의동 631-1 현대프라임,84.99,1997,201704,18,71000,2757,37.5374022,127.0976327
152,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201704,1,54000,2099,37.5386320,127.0958857
153,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201704,24,51900,2863,37.5374022,127.0976327
154,광진구,구의동,구의현대7단지현대홈타운,구의동 587-54 구의현대7단지현대홈타운,84.99,1997,201704,9,55900,2170,37.5368422,127.0909417
155,광진구,구의동,세림리오빌,구의동 659 세림리오빌,117.84,2005,201704,12,61800,1731,37.5393088,127.0920025
156,광진구,구의동,성원쌍떼빌,구의동 29-1 성원쌍떼빌,81.45,2003,201704,3,39000,1580,37.5538169,127.0923047
157,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201704,11,49800,2747,37.5374022,127.0976327
158,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201704,9,62700,2437,37.5386320,127.0958857
159,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.88,1996,201704,3,58950,2292,37.5386320,127.0958857
160,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201704,7,49700,2742,37.5374022,127.0976327
161,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201704,30,49000,2703,37.5374022,127.0976327
162,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.86,1996,201704,22,66600,2590,37.5386320,127.0958857
163,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201704,19,50500,2786,37.5374022,127.0976327
164,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201704,24,63500,2468,37.5386320,127.0958857
165,광진구,구의동,현대프라임,구의동 631-1 현대프라임,84.99,1997,201704,23,70000,2718,37.5374022,127.0976327
166,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201704,25,54500,3007,37.5374022,127.0976327
167,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.75,1996,201704,21,61500,2395,37.5386320,127.0958857
168,광진구,구의동,세양,구의동 658 세양,84.32,2002,201704,16,64000,2505,37.5375863,127.0939100
169,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201704,11,53000,2924,37.5374022,127.0976327
170,광진구,구의동,삼성쉐르빌,구의동 199-18 삼성쉐르빌,84.94,2001,201704,8,56500,2195,37.5399052,127.0948311
171,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.75,1996,201704,19,62800,2445,37.5386320,127.0958857
172,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.75,1996,201704,4,60000,2336,37.5386320,127.0958857
173,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201704,22,50000,2758,37.5374022,127.0976327
174,광진구,구의동,한솔아파트,구의동 56-6 한솔아파트,114.24,2002,201704,1,44600,1288,37.5507726,127.0925165
175,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201704,3,59000,2293,37.5386320,127.0958857
176,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.88,1996,201704,19,60000,2333,37.5386320,127.0958857
177,광진구,구의동,광진해모로리버뷰,구의동 547-7 광진해모로리버뷰,134.23,2009,201704,6,73000,1795,37.5333608,127.0921315
178,광진구,구의동,현대프라임,구의동 631-1 현대프라임,84.99,1997,201704,2,64000,2485,37.5374022,127.0976327
179,광진구,구의동,현대프라임,구의동 631-1 현대프라임,126.66,1997,201705,20,110000,2866,37.5374022,127.0976327
180,광진구,구의동,현대프라임,구의동 631-1 현대프라임,84.99,1997,201705,20,72000,2796,37.5374022,127.0976327
181,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.75,1996,201705,1,57000,2219,37.5386320,127.0958857
182,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201705,17,52000,2869,37.5374022,127.0976327
183,광진구,구의동,구의현대6단지,구의동 610 구의현대6단지,84.92,1994,201705,17,60000,2332,37.5385031,127.0946758
184,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201705,13,68000,2643,37.5386320,127.0958857
185,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.75,1996,201705,6,61250,2385,37.5386320,127.0958857
186,광진구,구의동,구의현대6단지,구의동 610 구의현대6단지,84.92,1994,201705,13,59500,2312,37.5385031,127.0946758
187,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.86,1996,201705,24,64800,2520,37.5386320,127.0958857
188,광진구,구의동,현대프라임,구의동 631-1 현대프라임,183.87,1997,201705,26,117500,2109,37.5374022,127.0976327
189,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.86,1996,201705,18,67000,2605,37.5386320,127.0958857
190,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201705,26,52800,2913,37.5374022,127.0976327
191,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201705,11,53000,2924,37.5374022,127.0976327
192,광진구,구의동,현대프라임,구의동 631-1 현대프라임,84.99,1997,201705,22,71500,2776,37.5374022,127.0976327
193,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201705,8,54000,2979,37.5374022,127.0976327
194,광진구,구의동,현대프라임,구의동 631-1 현대프라임,84.99,1997,201705,21,72000,2796,37.5374022,127.0976327
195,광진구,구의동,현대프라임,구의동 631-1 현대프라임,84.99,1997,201705,23,73000,2834,37.5374022,127.0976327
196,광진구,구의동,구의현대6단지,구의동 610 구의현대6단지,84.92,1994,201705,1,52900,2056,37.5385031,127.0946758
197,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201705,25,52650,2904,37.5374022,127.0976327
198,광진구,구의동,구의현대6단지,구의동 610 구의현대6단지,84.84,1994,201705,4,59000,2295,37.5385031,127.0946758
199,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201705,18,52700,2907,37.5374022,127.0976327
200,광진구,구의동,구의현대6단지,구의동 610 구의현대6단지,84.92,1994,201705,14,64500,2506,37.5385031,127.0946758
201,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201705,6,69000,2682,37.5386320,127.0958857
202,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201705,1,58700,2281,37.5386320,127.0958857
203,광진구,구의동,현대13차폴라트리움,구의동 199-23 현대13차폴라트리움,154.92,2006,201705,5,90000,1917,37.5394231,127.0946231
204,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201705,29,51800,2858,37.5374022,127.0976327
205,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201705,7,53900,2973,37.5374022,127.0976327
206,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.86,1996,201705,27,60000,2333,37.5386320,127.0958857
207,광진구,구의동,구의현대6단지,구의동 610 구의현대6단지,84.92,1994,201705,13,60000,2332,37.5385031,127.0946758
208,광진구,구의동,현대프라임,구의동 631-1 현대프라임,84.99,1997,201705,19,73000,2834,37.5374022,127.0976327
209,광진구,구의동,새한,구의동 656 새한,84.91,2000,201705,7,53500,2079,37.5410332,127.0881168
210,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201705,7,52000,2869,37.5374022,127.0976327
211,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201705,18,70000,2721,37.5386320,127.0958857
212,광진구,구의동,구의현대6단지,구의동 610 구의현대6단지,84.92,1994,201705,7,60000,2332,37.5385031,127.0946758
213,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201705,21,52300,2885,37.5374022,127.0976327
214,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201705,20,69500,2701,37.5386320,127.0958857
215,광진구,구의동,구의현대2단지,구의동 611 구의현대2단지,84.91,1996,201705,2,62500,2429,37.5386320,127.0958857
216,광진구,구의동,현대프라임,구의동 631-1 현대프라임,126.66,1997,201705,8,105000,2736,37.5374022,127.0976327
217,광진구,구의동,구의강변우성아파트,구의동 546-7 구의강변우성아파트,84.76,1992,201705,1,51600,2009,37.5353447,127.0929420
218,광진구,구의동,구의현대6단지,구의동 610 구의현대6단지,84.84,1994,201705,20,61500,2392,37.5385031,127.0946758
219,광진구,구의동,강변현대하이엘,구의동 547 강변현대하이엘,151.19,2004,201705,7,61000,1331,37.5341560,127.0922268
220,광진구,구의동,현대프라임,구의동 631-1 현대프라임,59.82,1997,201705,11,52000,2869,37.5374022,127.0976327
