,gu,dong,apt,addr,area,completion,transaction_ym,floor,price,price/pyeong,latitude,longitude
51,서초구,반포동,반포 주공1단지,반포동 757 반포 주공1단지,196.8,1973,201706,3,220000,3689,37.5053614,126.9890534
52,서초구,반포동,에이아이디차관주택,반포동 968 에이아이디차관주택,72.51,1974,201706,4,162000,7373,37.5006804,126.9912218
53,서초구,반포동,반포2차ApelBaum,반포동 612-2 반포2차ApelBaum,244.15,2007,201706,5,212000,2865,37.4973292,126.9928069
54,서초구,반포동,반포 주공1단지,반포동 757 반포 주공1단지,140.13,1973,201706,5,330000,7771,37.5053614,126.9890534
55,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,84.93,2009,201706,15,176500,6858,37.5029319,126.9992605
56,서초구,반포동,반포경남아파트,반포동 1-8 반포경남아파트,131.93,1978,201706,9,208000,5203,37.5068301,126.9990873
57,서초구,반포동,반포자이,반포동 20-43 반포자이,84.99799999999998,2009,201706,4,158000,6134,37.5063408,127.0110484
58,서초구,반포동,한신23차,반포동 1-15 한신23차,56.9,1983,201706,10,106000,6148,37.5046931,126.9977571
59,서초구,반포동,반포자이,반포동 20-43 반포자이,84.98200000000001,2009,201706,15,170000,6601,37.5063408,127.0110484
60,서초구,반포동,에이아이디차관주택,반포동 968 에이아이디차관주택,72.51,1974,201706,2,165000,7509,37.5006804,126.9912218
61,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,84.85,2009,201706,22,173500,6748,37.5029319,126.9992605
62,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,59.96,2009,201706,17,147000,8090,37.5029319,126.9992605
63,서초구,반포동,반포훼미리(104동),반포동 701-1 반포훼미리(104동),115.43,2004,201706,6,95000,2716,37.5091887,127.0169230
64,서초구,반포동,반포미도2차아파트,반포동 60-5 반포미도2차아파트,71.49,1989,201706,9,95000,4385,37.5023578,127.0075124
65,서초구,반포동,한신상가,반포동 885 한신상가,106.58,1974,201706,4,90000,2787,37.5021824,126.9877332
66,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,59.96,2009,201706,1,133500,7347,37.5029319,126.9992605
67,서초구,반포동,반포팰리스,반포동 728-7 반포팰리스,99.95,2004,201706,2,68000,2245,37.5061412,127.0186676
68,서초구,반포동,반포경남아파트,반포동 1-8 반포경남아파트,97.79,1978,201706,11,167000,5636,37.5068301,126.9990873
69,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,84.95,2016,201706,17,197000,7653,37.5054635,126.9927866
70,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,59.97,2016,201706,10,149800,8243,37.5054635,126.9927866
71,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,59.96,2009,201706,26,146000,8035,37.5029319,126.9992605
72,서초구,반포동,에이아이디차관주택,반포동 968 에이아이디차관주택,72.51,1974,201706,1,167000,7600,37.5006804,126.9912218
73,서초구,반포동,쏠레뉴,반포동 53-2 쏠레뉴,115.92,2004,201706,3,86500,2462,37.5014704,127.0105932
74,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,59.97,2016,201706,8,145000,7979,37.5054635,126.9927866
75,서초구,반포동,반포 주공1단지,반포동 757 반포 주공1단지,106.26,1974,201706,3,265000,8230,37.5053614,126.9890534
76,서초구,반포동,반포 주공1단지,반포동 757 반포 주공1단지,140.13,1973,201706,4,325000,7654,37.5053614,126.9890534
77,서초구,반포동,한신23차,반포동 1-15 한신23차,56.9,1983,201706,2,109900,6374,37.5046931,126.9977571
78,서초구,반포동,반포팰리스,반포동 728-7 반포팰리스,99.95,2004,201706,4,70000,2311,37.5061412,127.0186676
79,서초구,반포동,반포리체,반포동 30-26 반포리체,84.96700000000001,2010,201706,21,150000,5826,37.5037656,127.0133366
80,서초구,반포동,한신3차,반포동 1-1 한신3차,108.89,1978,201706,11,189000,5728,37.5068070,126.9973225
81,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,154.97,2016,201706,13,372000,7922,37.5054635,126.9927866
82,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,59.97,2016,201706,3,145000,7979,37.5054635,126.9927866
83,서초구,반포동,반포리체,반포동 30-26 반포리체,106.148,2010,201706,27,168000,5223,37.5037656,127.0133366
84,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,84.95,2016,201706,1,173000,6720,37.5054635,126.9927866
85,서초구,반포동,한신3차,반포동 1-1 한신3차,99.29,1978,201706,9,180000,5982,37.5068070,126.9973225
86,서초구,반포동,반포리체,반포동 30-26 반포리체,84.96700000000001,2010,201706,15,155000,6020,37.5037656,127.0133366
87,서초구,반포동,반포미도,반포동 60-4 반포미도,84.96,1987,201706,5,117500,4564,37.5013518,127.0087949
88,서초구,반포동,반포리체,반포동 30-26 반포리체,106.148,2010,201706,24,170000,5285,37.5037656,127.0133366
89,서초구,반포동,반포자이,반포동 20-43 반포자이,244.628,2009,201706,24,301500,4067,37.5063408,127.0110484
90,서초구,반포동,한신3차,반포동 1-1 한신3차,108.89,1978,201706,12,189000,5728,37.5068070,126.9973225
91,서초구,반포동,반포 힐스테이트,반포동 16-6 반포 힐스테이트,155.95,2012,201706,27,219000,4634,37.5011931,126.9968361
92,서초구,반포동,반포자이,반포동 20-43 반포자이,84.943,2009,201706,5,180000,6993,37.5063408,127.0110484
93,서초구,반포동,반포자이,반포동 20-43 반포자이,132.439,2009,201706,25,220000,5482,37.5063408,127.0110484
94,서초구,반포동,라인,반포동 70 라인,84.89,1995,201706,9,88500,3440,37.4989146,126.9999282
95,서초구,반포동,반포미도,반포동 60-4 반포미도,84.96,1987,201706,9,122500,4758,37.5013518,127.0087949
96,서초구,반포동,반포자이,반포동 20-43 반포자이,84.984,2009,201706,6,163000,6329,37.5063408,127.0110484
97,서초구,반포동,반포자이,반포동 20-43 반포자이,59.971,2009,201706,17,130000,7153,37.5063408,127.0110484
98,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,135.92,2009,201706,26,279000,6774,37.5029319,126.9992605
99,서초구,반포동,반포자이,반포동 20-43 반포자이,84.98200000000001,2009,201706,28,174000,6757,37.5063408,127.0110484
100,서초구,반포동,라인,반포동 70 라인,59.97,1995,201706,6,69800,3841,37.4989146,126.9999282
101,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,84.93,2009,201706,18,170000,6605,37.5029319,126.9992605
102,서초구,반포동,반포미도,반포동 60-4 반포미도,84.96,1987,201706,3,119000,4622,37.5013518,127.0087949
103,서초구,반포동,반포경남아파트,반포동 1-8 반포경남아파트,71.97,1978,201706,2,134000,6144,37.5068301,126.9990873
104,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,84.93,2009,201706,11,182150,7078,37.5029319,126.9992605
105,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,84.95,2016,201706,18,236500,9187,37.5054635,126.9927866
106,서초구,반포동,반포자이,반포동 20-43 반포자이,132.439,2009,201706,14,223000,5557,37.5063408,127.0110484
107,서초구,반포동,반포리체,반포동 30-26 반포리체,138.257,2010,201706,34,200000,4774,37.5037656,127.0133366
108,서초구,반포동,현대동궁아파트,반포동 64-5 현대동궁아파트,81.9,1991,201706,3,87000,3505,37.5003957,127.0020963
109,서초구,반포동,반포자이,반포동 20-43 반포자이,132.179,2009,201706,27,225000,5617,37.5063408,127.0110484
110,서초구,반포동,반포 주공1단지,반포동 757 반포 주공1단지,140.33,1974,201706,2,330000,7760,37.5053614,126.9890534
111,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,84.95,2016,201706,5,204500,7944,37.5054635,126.9927866
112,서초구,반포동,반포리체,반포동 30-26 반포리체,84.96700000000001,2010,201706,16,155000,6020,37.5037656,127.0133366
113,서초구,반포동,한신3차,반포동 1-1 한신3차,132.94,1978,201706,7,224000,5560,37.5068070,126.9973225
114,서초구,반포동,한신서래,반포동 70-1 한신서래,64.53,1987,201706,12,83000,4245,37.4991055,127.0008933
115,서초구,반포동,반포미도,반포동 60-4 반포미도,84.96,1987,201706,7,115000,4467,37.5013518,127.0087949
116,서초구,반포동,반포자이,반포동 20-43 반포자이,165.05200000000005,2009,201706,3,236000,4719,37.5063408,127.0110484
117,서초구,반포동,반포리체,반포동 30-26 반포리체,138.257,2011,201706,24,196000,4678,37.5037656,127.0133366
118,서초구,반포동,엠브이아파트,반포동 46 엠브이아파트,129.93,1994,201706,5,102000,2591,37.4992014,127.0102751
119,서초구,반포동,반포경남아파트,반포동 1-8 반포경남아파트,71.97,1978,201706,6,133000,6098,37.5068301,126.9990873
120,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,84.93,2009,201706,15,170000,6605,37.5029319,126.9992605
121,서초구,반포동,반포 힐스테이트,반포동 16-6 반포 힐스테이트,59.7,2012,201706,13,131000,7241,37.5011931,126.9968361
122,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,222.76,2009,201706,4,328800,4871,37.5029319,126.9992605
123,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,84.95,2016,201706,21,209000,8119,37.5054635,126.9927866
124,서초구,반포동,반포 힐스테이트,반포동 16-6 반포 힐스테이트,155.95,2012,201706,18,225500,4772,37.5011931,126.9968361
125,서초구,반포동,한신23차,반포동 1-15 한신23차,56.9,1983,201706,3,70000,4060,37.5046931,126.9977571
126,서초구,반포동,한신3차,반포동 1-1 한신3차,99.45,1978,201706,2,176000,5840,37.5068070,126.9973225
127,서초구,반포동,반포 주공1단지,반포동 757 반포 주공1단지,106.25,1974,201706,2,270000,8386,37.5053614,126.9890534
128,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,84.93,2009,201706,27,180000,6994,37.5029319,126.9992605
129,서초구,반포동,반포경남아파트,반포동 1-8 반포경남아파트,98.3,1978,201706,12,166700,5596,37.5068301,126.9990873
130,서초구,반포동,에이아이디차관주택,반포동 968 에이아이디차관주택,72.51,1974,201707,2,168000,7646,37.5006804,126.9912218
131,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,129.97,2016,201707,16,322000,8176,37.5054635,126.9927866
132,서초구,반포동,반포자이,반포동 20-43 반포자이,59.98,2009,201707,23,130000,7152,37.5063408,127.0110484
133,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,198.04,2009,201707,19,321000,5349,37.5029319,126.9992605
134,서초구,반포동,반포자이,반포동 20-43 반포자이,84.943,2009,201707,19,175000,6799,37.5063408,127.0110484
135,서초구,반포동,에이아이디차관주택,반포동 968 에이아이디차관주택,72.51,1974,201707,3,168000,7646,37.5006804,126.9912218
136,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,198.04,2009,201707,5,319500,5324,37.5029319,126.9992605
137,서초구,반포동,반포미도2차아파트,반포동 60-5 반포미도2차아파트,71.49,1989,201707,1,89800,4145,37.5023578,127.0075124
138,서초구,반포동,반포 힐스테이트,반포동 16-6 반포 힐스테이트,59.7,2012,201707,29,125000,6910,37.5011931,126.9968361
139,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,59.97,2016,201707,11,155000,8529,37.5054635,126.9927866
140,서초구,반포동,에이아이디차관주택,반포동 968 에이아이디차관주택,72.51,1974,201707,3,165000,7509,37.5006804,126.9912218
141,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,59.96,2009,201707,4,149800,8244,37.5029319,126.9992605
142,서초구,반포동,반포자이,반포동 20-43 반포자이,84.943,2009,201707,24,174000,6760,37.5063408,127.0110484
143,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,222.76,2009,201707,13,329000,4874,37.5029319,126.9992605
144,서초구,반포동,에이아이디차관주택,반포동 968 에이아이디차관주택,72.51,1974,201707,1,170000,7737,37.5006804,126.9912218
145,서초구,반포동,반포자이,반포동 20-43 반포자이,84.943,2009,201707,26,168000,6527,37.5063408,127.0110484
146,서초구,반포동,반포미도2차아파트,반포동 60-5 반포미도2차아파트,71.49,1989,201707,14,96000,4431,37.5023578,127.0075124
147,서초구,반포동,반포리체,반포동 30-26 반포리체,84.97200000000002,2010,201707,12,154500,6000,37.5037656,127.0133366
148,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,84.97,2016,201707,12,215000,8350,37.5054635,126.9927866
149,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,169.31,2009,201707,1,260000,5068,37.5029319,126.9992605
150,서초구,반포동,한신3차,반포동 1-1 한신3차,108.89,1978,201707,4,191000,5788,37.5068070,126.9973225
151,서초구,반포동,반포미도,반포동 60-4 반포미도,84.96,1987,201707,10,119000,4622,37.5013518,127.0087949
152,서초구,반포동,반포 주공1단지,반포동 757 반포 주공1단지,107.47,1973,201707,4,274000,8414,37.5053614,126.9890534
153,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,59.98,2016,201707,1,134000,7372,37.5054635,126.9927866
154,서초구,반포동,반포경남아파트,반포동 1-8 반포경남아파트,98.3,1978,201707,11,169800,5700,37.5068301,126.9990873
155,서초구,반포동,한신3차,반포동 1-1 한신3차,99.45,1978,201707,4,179000,5940,37.5068070,126.9973225
156,서초구,반포동,반포경남아파트,반포동 1-8 반포경남아파트,73.5,1978,201707,7,139800,6277,37.5068301,126.9990873
157,서초구,반포동,반포 힐스테이트,반포동 16-6 반포 힐스테이트,59.96,2012,201707,6,134000,7375,37.5011931,126.9968361
158,서초구,반포동,한신서래,반포동 70-1 한신서래,45.72,1987,201707,4,65000,4692,37.4991055,127.0008933
159,서초구,반포동,에이아이디차관주택,반포동 968 에이아이디차관주택,72.51,1974,201707,5,173000,7873,37.5006804,126.9912218
160,서초구,반포동,반포자이,반포동 20-43 반포자이,165.446,2009,201707,23,244000,4867,37.5063408,127.0110484
161,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,84.93,2009,201707,27,185000,7188,37.5029319,126.9992605
162,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,198.04,2009,201707,20,318000,5299,37.5029319,126.9992605
163,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,112.93,2016,201707,27,272000,7948,37.5054635,126.9927866
164,서초구,반포동,반포자이,반포동 20-43 반포자이,84.984,2009,201707,17,147500,5728,37.5063408,127.0110484
165,서초구,반포동,반포자이,반포동 20-43 반포자이,84.943,2009,201707,21,164000,6371,37.5063408,127.0110484
166,서초구,반포동,반포미도,반포동 60-4 반포미도,84.96,1987,201707,12,120800,4692,37.5013518,127.0087949
167,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,84.93,2009,201707,1,172500,6703,37.5029319,126.9992605
168,서초구,반포동,반포2차ApelBaum,반포동 612-2 반포2차ApelBaum,244.15,2007,201707,2,197500,2669,37.4973292,126.9928069
169,서초구,반포동,반포자이,반포동 20-43 반포자이,194.515,2009,201707,3,260000,4411,37.5063408,127.0110484
170,서초구,반포동,에이아이디차관주택,반포동 968 에이아이디차관주택,72.51,1974,201707,2,170000,7737,37.5006804,126.9912218
171,서초구,반포동,삼호가든맨션(5차),반포동 30-1 삼호가든맨션(5차),153.54,1986,201707,3,168000,3611,37.5039415,127.0115013
172,서초구,반포동,반포자이,반포동 20-43 반포자이,84.98200000000001,2009,201707,27,179000,6951,37.5063408,127.0110484
173,서초구,반포동,반포 주공1단지,반포동 757 반포 주공1단지,108.33,1974,201707,5,275000,8377,37.5053614,126.9890534
174,서초구,반포동,한신3차,반포동 1-1 한신3차,132.94,1978,201707,11,230000,5709,37.5068070,126.9973225
175,서초구,반포동,에이아이디차관주택,반포동 968 에이아이디차관주택,72.51,1974,201707,3,170000,7737,37.5006804,126.9912218
176,서초구,반포동,반포 주공1단지,반포동 757 반포 주공1단지,106.26,1974,201707,4,277000,8602,37.5053614,126.9890534
177,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,222.76,2009,201707,16,379500,5622,37.5029319,126.9992605
178,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,222.76,2009,201707,23,378000,5600,37.5029319,126.9992605
179,서초구,반포동,반포리체,반포동 30-26 반포리체,106.148,2010,201707,21,169000,5254,37.5037656,127.0133366
180,서초구,반포동,반포자이,반포동 20-43 반포자이,84.98200000000001,2009,201707,3,163000,6330,37.5063408,127.0110484
181,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,84.93,2009,201707,25,199000,7732,37.5029319,126.9992605
182,서초구,반포동,반포미도,반포동 60-4 반포미도,84.96,1987,201707,15,122000,4739,37.5013518,127.0087949
183,서초구,반포동,반포자이,반포동 20-43 반포자이,165.446,2009,201707,4,240000,4787,37.5063408,127.0110484
184,서초구,반포동,반포미도,반포동 60-4 반포미도,84.96,1987,201707,6,117000,4544,37.5013518,127.0087949
185,서초구,반포동,반포2차ApelBaum,반포동 612-2 반포2차ApelBaum,243.7,2007,201707,4,204000,2762,37.4973292,126.9928069
186,서초구,반포동,반포자이,반포동 20-43 반포자이,84.984,2009,201707,20,168000,6524,37.5063408,127.0110484
187,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,129.97,2016,201707,29,330000,8379,37.5054635,126.9927866
188,서초구,반포동,라인,반포동 70 라인,59.97,1995,201707,9,75000,4127,37.4989146,126.9999282
189,서초구,반포동,반포자이,반포동 20-43 반포자이,165.05200000000005,2009,201707,20,245000,4898,37.5063408,127.0110484
190,서초구,반포동,반포훼미리(102동),반포동 712-19 반포훼미리(102동),84.63,2003,201707,1,79000,3080,37.5079482,127.0175065
191,서초구,반포동,반포 주공1단지,반포동 757 반포 주공1단지,107.47,1973,201707,2,272000,8352,37.5053614,126.9890534
192,서초구,반포동,반포경남아파트,반포동 1-8 반포경남아파트,154.74,1978,201707,1,275000,5865,37.5068301,126.9990873
193,서초구,반포동,반포자이,반포동 20-43 반포자이,132.179,2009,201707,4,225000,5617,37.5063408,127.0110484
194,서초구,반포동,반포경남아파트,반포동 1-8 반포경남아파트,72.28,1978,201707,8,145000,6620,37.5068301,126.9990873
195,서초구,반포동,반포 주공1단지,반포동 757 반포 주공1단지,140.13,1973,201707,5,343400,8087,37.5053614,126.9890534
196,서초구,반포동,반포경남아파트,반포동 1-8 반포경남아파트,131.93,1978,201707,10,225000,5628,37.5068301,126.9990873
197,서초구,반포동,한신3차,반포동 1-1 한신3차,132.94,1978,201707,5,238000,5908,37.5068070,126.9973225
198,서초구,반포동,반포 주공1단지,반포동 757 반포 주공1단지,104.89,1974,201707,2,275000,8652,37.5053614,126.9890534
199,서초구,반포동,반포리체,반포동 30-26 반포리체,138.257,2010,201707,2,200000,4774,37.5037656,127.0133366
200,서초구,반포동,한신3차,반포동 1-1 한신3차,99.29,1978,201707,11,179000,5949,37.5068070,126.9973225
201,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,59.89,2009,201707,4,151800,8364,37.5029319,126.9992605
202,서초구,반포동,반포 힐스테이트,반포동 16-6 반포 힐스테이트,84.8,2012,201707,21,180000,7005,37.5011931,126.9968361
203,서초구,반포동,반포미도,반포동 60-4 반포미도,84.96,1987,201707,8,123000,4778,37.5013518,127.0087949
204,서초구,반포동,반포경남아파트,반포동 1-8 반포경남아파트,71.97,1978,201707,6,145000,6649,37.5068301,126.9990873
205,서초구,반포동,반포자이,반포동 20-43 반포자이,132.179,2009,201707,11,225000,5617,37.5063408,127.0110484
206,서초구,반포동,반포자이,반포동 20-43 반포자이,132.439,2009,201707,24,220000,5482,37.5063408,127.0110484
207,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,168.65,2009,201707,20,298000,5831,37.5029319,126.9992605
208,서초구,반포동,라인,반포동 70 라인,84.89,1995,201707,6,90000,3499,37.4989146,126.9999282
209,서초구,반포동,래미안퍼스티지,반포동 18-1 래미안퍼스티지,84.93,2009,201707,29,179600,6978,37.5029319,126.9992605
210,서초구,반포동,한신서래,반포동 70-1 한신서래,115.0,1987,201707,2,132000,3788,37.4991055,127.0008933
211,서초구,반포동,반포훼미리(102동),반포동 712-19 반포훼미리(102동),71.88,2003,201707,2,72000,3306,37.5079482,127.0175065
212,서초구,반포동,에이아이디차관주택,반포동 968 에이아이디차관주택,72.51,1974,201707,5,173500,7896,37.5006804,126.9912218
213,서초구,반포동,에이아이디차관주택,반포동 968 에이아이디차관주택,72.51,1974,201707,1,174000,7919,37.5006804,126.9912218
214,서초구,반포동,반포미도2차아파트,반포동 60-5 반포미도2차아파트,71.49,1989,201707,13,97700,4510,37.5023578,127.0075124
215,서초구,반포동,반포리체,반포동 30-26 반포리체,106.148,2010,201707,25,174500,5425,37.5037656,127.0133366
216,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,84.95,2016,201707,7,195000,7575,37.5054635,126.9927866
217,서초구,반포동,반포리체,반포동 30-26 반포리체,84.96700000000001,2010,201707,9,160000,6214,37.5037656,127.0133366
218,서초구,반포동,아크로리버파크,반포동 2-12 아크로리버파크,129.92,2016,201707,16,320000,8128,37.5054635,126.9927866
219,서초구,반포동,현대동궁아파트,반포동 64-5 현대동궁아파트,81.9,1991,201707,5,89800,3618,37.5003957,127.0020963
220,서초구,반포동,반포자이,반포동 20-43 반포자이,84.943,2009,201707,15,170000,6604,37.5063408,127.0110484
221,서초구,반포동,반포경남아파트,반포동 1-8 반포경남아파트,154.74,1978,201707,5,280000,5971,37.5068301,126.9990873
