gu,dong,apt,addr,area,completion,transaction_ym,floor,price,price/pyeong,latitude,longitude
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.61,2004,201701,14,109000,2819,37.4776829,127.0051216
서초구,방배동,동부센트레빌,방배동 3275 동부센트레빌,157.559,2004,201701,8,147000,3079,37.4976331,126.98804309999998
서초구,방배동,삼익,방배동 1018-1 삼익,88.26,1981,201701,2,80500,3010,37.4788826,127.00159790000001
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,84.96,1999,201701,4,93000,3612,37.488453299999996,126.98390249999999
서초구,방배동,브라운스톤방배,방배동 899-16 브라운스톤방배,84.96,2005,201701,5,96800,3760,37.4868074,126.99513629999998
서초구,방배동,신동아,방배동 988-1 신동아,106.96,1981,201702,1,94500,2916,37.4808718,127.0009508
서초구,방배동,세양아르비채102동,방배동 425-1 세양아르비채102동,129.159,2006,201702,9,86900,2220,37.484564899999995,126.9834139
서초구,방배동,삼익,방배동 1018-1 삼익,88.76,1981,201702,1,80000,2974,37.4788826,127.00159790000001
서초구,방배동,현대멤피스,방배동 772-13 현대멤피스,133.31,2001,201702,16,118000,2921,37.4951958,126.98834769999999
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9145,2013,201702,3,108000,4197,37.4836297,126.9844447
서초구,방배동,방배자이,방배동 888-53 방배자이,194.92,2003,201702,3,137500,2328,37.486432,126.9990648
서초구,방배동,방배대우디오빌,방배동 866-20 방배대우디오빌,28.84,2005,201702,3,28700,3284,37.4860524,126.9842059
서초구,방배동,경남,방배동 1028-1 경남,105.47,1980,201702,2,104000,3254,37.476563,126.9997282
서초구,방배동,방배브라운가,방배동 930-1 방배브라운가,84.94,2006,201702,6,76000,2953,37.4835259,126.99193259999998
서초구,방배동,방배씨티(보성),방배동 836-1 방배씨티(보성),74.16,2000,201702,2,60000,2670,37.4905527,126.99107250000002
서초구,방배동,신동아,방배동 988-1 신동아,139.74,1981,201702,5,138000,3259,37.4808718,127.0009508
서초구,방배동,루이스캐슬,방배동 478-8 루이스캐슬,114.46,2006,201702,5,69500,2004,37.4767266,126.98710679999999
서초구,방배동,SK리더스뷰(파스텔시티),방배동 444-3 SK리더스뷰(파스텔시티),84.95,2006,201702,22,80800,3139,37.477695600000004,126.98223970000001
서초구,방배동,방배래미안타워,방배동 485-3 방배래미안타워,134.36,2005,201702,1,89500,2198,37.4750559,126.9904733
서초구,방배동,대우(효령),방배동 1038 대우(효령),84.91,1992,201702,1,71000,2759,37.479547700000005,126.9938793
서초구,방배동,동광빌라트,방배동 791-10 동광빌라트,153.84,1994,201702,4,75000,1609,37.4927814,126.98717579999999
서초구,방배동,삼호 1동~3동,방배동 770-1 삼호 1동~3동,81.39,1975,201702,10,68000,2757,37.4952327,126.98710890000001
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,59.9742,2013,201702,8,95000,5227,37.4836297,126.9844447
서초구,방배동,삼호 1동~3동,방배동 770-1 삼호 1동~3동,81.88,1975,201702,1,68500,2761,37.4952327,126.98710890000001
서초구,방배동,한진로즈힐,방배동 3276 한진로즈힐,84.376,2005,201702,3,91800,3590,37.486838299999995,126.98348090000002
서초구,방배동,방배대우디오빌,방배동 866-20 방배대우디오빌,29.6,2005,201702,7,30900,3445,37.4860524,126.9842059
서초구,방배동,경남,방배동 1028-1 경남,155.85,1980,201702,2,142500,3017,37.476563,126.9997282
서초구,방배동,방배승원아트빌,방배동 970-13 방배승원아트빌,101.99,2003,201702,2,59700,1932,37.4817258,126.98766950000001
서초구,방배동,방배승원아트빌,방배동 970-13 방배승원아트빌,137.25,2003,201702,6,74500,1791,37.4817258,126.98766950000001
서초구,방배동,삼호 1동~3동,방배동 770-1 삼호 1동~3동,81.88,1975,201702,1,66000,2660,37.4952327,126.98710890000001
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,59.9742,2013,201702,3,92700,5101,37.4836297,126.9844447
서초구,방배동,신동아,방배동 988-1 신동아,105.86,1981,201702,6,103500,3226,37.4808718,127.0009508
서초구,방배동,방배래미안타워,방배동 485-3 방배래미안타워,134.96,2005,201702,7,96000,2347,37.4750559,126.9904733
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,59.94,1999,201702,18,71300,3925,37.488453299999996,126.98390249999999
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,84.96,1999,201702,9,95000,3690,37.488453299999996,126.98390249999999
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,84.96,1999,201702,12,95900,3725,37.488453299999996,126.98390249999999
서초구,방배동,삼익,방배동 1018-1 삼익,151.54,1981,201702,10,127500,2776,37.4788826,127.00159790000001
서초구,방배동,래미안방배에버뉴,방배동 775-1 래미안방배에버뉴,181.481,1977,201702,10,110000,2000,37.4940454,126.98828799999998
서초구,방배동,삼호한숲,방배동 1030-1 삼호한숲,59.98,1998,201702,7,62000,3411,37.477767,126.9989307
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.97399999999998,2013,201702,13,112000,4350,37.4836297,126.9844447
서초구,방배동,방배우성,방배동 2525 방배우성,80.2,1991,201702,9,80000,3292,37.4744136,126.98258059999999
서초구,방배동,삼호 1동~3동,방배동 770-1 삼호 1동~3동,116.96,1975,201702,1,83500,2356,37.4952327,126.98710890000001
서초구,방배동,방배래미안타워,방배동 485-3 방배래미안타워,102.93,2005,201702,3,74900,2401,37.4750559,126.9904733
서초구,방배동,미래푸메,방배동 915-16 미래푸메,128.11,2006,201702,5,86000,2215,37.4810653,126.994602
서초구,방배동,방배래미안타워,방배동 485-3 방배래미안타워,103.34,2005,201702,9,87500,2794,37.4750559,126.9904733
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.31,2004,201702,17,109000,2825,37.4776829,127.0051216
서초구,방배동,신동아,방배동 988-1 신동아,105.86,1981,201702,14,101500,3164,37.4808718,127.0009508
서초구,방배동,방배신삼호,방배동 725 방배신삼호,105.04,1983,201702,13,112000,3519,37.4971521,126.9897344
서초구,방배동,방배신삼호,방배동 725 방배신삼호,185.46,1983,201702,11,169000,3007,37.4971521,126.9897344
서초구,방배동,롯데캐슬포레스트,방배동 844-27 롯데캐슬포레스트,239.33,2003,201702,5,192000,2647,37.4917222,126.9958413
서초구,방배동,방배5차상지리츠빌,방배동 797-22 방배5차상지리츠빌,138.19,2004,201702,1,105000,2507,37.4940348,126.9934351
서초구,방배동,롯데캐슬헤론,방배동 754-1 롯데캐슬헤론,124.27,2006,201702,7,104500,2775,37.496953999999995,126.9843021
서초구,방배동,삼호 1동~3동,방배동 770-1 삼호 1동~3동,81.39,1975,201703,7,67000,2717,37.4952327,126.98710890000001
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,121.6356,2013,201703,5,134000,3635,37.4836297,126.9844447
서초구,방배동,방배우성,방배동 2525 방배우성,84.99,1991,201703,2,78000,3029,37.4744136,126.98258059999999
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,84.96,1999,201703,14,96500,3748,37.488453299999996,126.98390249999999
서초구,방배동,한신휴플러스,방배동 3000-1 한신휴플러스,84.93,2006,201703,19,83500,3244,37.486574,126.98280630000001
서초구,방배동,쌍용예가클래식,방배동 776-3 쌍용예가클래식,121.0751,1978,201703,12,96000,2617,37.493625200000004,126.9876124
서초구,방배동,삼익,방배동 1018-1 삼익,91.47,1982,201703,15,82000,2958,37.4788826,127.00159790000001
서초구,방배동,방배임광,방배동 1010-1 방배임광,44.61,1988,201703,8,46850,3466,37.4763263,127.0033301
서초구,방배동,롯데캐슬헤론,방배동 754-1 롯데캐슬헤론,124.27,2006,201703,14,103500,2748,37.496953999999995,126.9843021
서초구,방배동,대우(효령),방배동 1038 대우(효령),84.91,1992,201703,1,70000,2721,37.479547700000005,126.9938793
서초구,방배동,경남,방배동 1028-1 경남,155.85,1980,201703,9,150000,3176,37.476563,126.9997282
서초구,방배동,방배3차현대홈타운,방배동 2233 방배3차현대홈타운,120.915,2004,201703,1,95000,2593,37.491496000000005,126.98372930000001
서초구,방배동,한신트리플,방배동 816-1 한신트리플,39.31,2004,201703,6,32000,2686,37.4912762,126.98930209999999
서초구,방배동,방배2차현대홈타운,방배동 2001 방배2차현대홈타운,114.74,2001,201703,3,105000,3020,37.4901591,126.9839318
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,114.78,1999,201703,9,118000,3393,37.488453299999996,126.98390249999999
서초구,방배동,방배대우디오빌,방배동 866-20 방배대우디오빌,28.84,2005,201703,5,29000,3318,37.4860524,126.9842059
서초구,방배동,삼호 1동~3동,방배동 770-1 삼호 1동~3동,81.39,1975,201703,12,68800,2790,37.4952327,126.98710890000001
서초구,방배동,SK리더스뷰(파스텔시티),방배동 444-3 SK리더스뷰(파스텔시티),84.8,2006,201703,8,78000,3035,37.477695600000004,126.98223970000001
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,121.6356,2013,201703,5,142000,3852,37.4836297,126.9844447
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,164.46,2010,201703,6,195000,3913,37.483911600000006,126.99832659999998
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9145,2013,201703,14,119000,4625,37.4836297,126.9844447
서초구,방배동,레베빌2,방배동 804-5 레베빌2,244.44,2004,201703,1,200000,2700,37.4929589,126.99466770000001
서초구,방배동,경남,방배동 1028-1 경남,155.85,1980,201703,1,144000,3049,37.476563,126.9997282
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,84.96,1999,201703,10,96415,3745,37.488453299999996,126.98390249999999
서초구,방배동,방배대우디오빌,방배동 866-20 방배대우디오빌,29.6,2005,201703,21,33000,3679,37.4860524,126.9842059
서초구,방배동,방배신삼호,방배동 725 방배신삼호,105.04,1983,201703,10,113500,3566,37.4971521,126.9897344
서초구,방배동,방배2차현대홈타운,방배동 2001 방배2차현대홈타운,84.94,2001,201703,6,96500,3749,37.4901591,126.9839318
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),114.09,2004,201703,22,108700,3144,37.4776829,127.0051216
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9145,2013,201703,14,122000,4741,37.4836297,126.9844447
서초구,방배동,폴라씨엘로,방배동 840-4 폴라씨엘로,172.99,2015,201703,6,178000,3396,37.4915487,126.99466340000001
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,59.94,1999,201703,8,72000,3964,37.488453299999996,126.98390249999999
서초구,방배동,방배아크로리버,방배동 752-36 방배아크로리버,149.225,2004,201703,2,104000,2300,37.4977917,126.9845385
서초구,방배동,방배우성,방배동 2525 방배우성,84.99,1991,201703,1,74600,2897,37.4744136,126.98258059999999
서초구,방배동,라빌레뜨,방배동 805-1 라빌레뜨,203.63,2003,201703,2,146000,2366,37.4930955,126.99367450000001
서초구,방배동,삼익,방배동 1018-1 삼익,151.54,1981,201703,4,130000,2831,37.4788826,127.00159790000001
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.61,2004,201703,4,105000,2715,37.4776829,127.0051216
서초구,방배동,방배디오슈페리움Ⅰ,방배동 3001-2 방배디오슈페리움Ⅰ,84.76,2006,201703,16,72500,2823,37.485996,126.9830649
서초구,방배동,방배임광,방배동 1010-1 방배임광,84.0,1988,201703,7,75500,2966,37.4763263,127.0033301
서초구,방배동,롯데캐슬헤론,방배동 754-1 롯데캐슬헤론,174.89,2006,201703,4,121000,2283,37.496953999999995,126.9843021
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,114.78,1999,201703,16,120000,3450,37.488453299999996,126.98390249999999
서초구,방배동,삼호 1동~3동,방배동 770-1 삼호 1동~3동,81.39,1975,201703,4,70000,2838,37.4952327,126.98710890000001
서초구,방배동,방배어울림,방배동 998 방배어울림,122.785,2008,201703,9,106000,2849,37.4781156,127.00365659999999
서초구,방배동,방배신삼호,방배동 725 방배신삼호,185.46,1983,201703,9,168000,2989,37.4971521,126.9897344
서초구,방배동,삼익,방배동 1018-1 삼익,88.26,1981,201703,3,84400,3156,37.4788826,127.00159790000001
서초구,방배동,방배리치빌,방배동 474-9 방배리치빌,95.79,2002,201703,3,61000,2101,37.4776491,126.98623529999999
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,59.9742,2013,201703,15,98000,5392,37.4836297,126.9844447
서초구,방배동,방배어울림,방배동 998 방배어울림,122.785,2008,201703,8,107500,2889,37.4781156,127.00365659999999
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,84.97,2010,201703,8,128500,4991,37.483911600000006,126.99832659999998
서초구,방배동,방배아크로리버,방배동 752-36 방배아크로리버,149.225,2004,201703,17,112000,2477,37.4977917,126.9845385
서초구,방배동,방배신주,방배동 449-1 방배신주,92.37,2002,201703,8,53000,1893,37.4775054,126.9840291
서초구,방배동,방배씨티(보성),방배동 836-1 방배씨티(보성),74.16,2000,201703,12,60000,2670,37.4905527,126.99107250000002
서초구,방배동,삼호2,방배동 758-4 삼호2,131.41,1976,201703,5,90000,2260,37.496539,126.98739199999999
서초구,방배동,방배씨티(보성),방배동 836-1 방배씨티(보성),74.16,2000,201703,3,62700,2790,37.4905527,126.99107250000002
서초구,방배동,신동아,방배동 988-1 신동아,105.86,1981,201703,7,103500,3226,37.4808718,127.0009508
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,59.94,1999,201703,13,74000,4074,37.488453299999996,126.98390249999999
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,59.94,1999,201703,6,75000,4129,37.488453299999996,126.98390249999999
서초구,방배동,방배아이파크,방배동 3277 방배아이파크,125.58,2006,201703,12,113000,2969,37.4916194,126.98484690000001
서초구,방배동,삼성래미안1,방배동 2626 삼성래미안1,59.9,2003,201703,3,69000,3801,37.4727041,126.98401559999999
서초구,방배동,쌍용예가클래식,방배동 776-3 쌍용예가클래식,89.844,1978,201703,3,88500,3251,37.493625200000004,126.9876124
서초구,방배동,대우(효령),방배동 1038 대우(효령),84.91,1992,201703,11,75900,2950,37.479547700000005,126.9938793
서초구,방배동,방배래미안타워,방배동 485-3 방배래미안타워,102.93,2005,201703,15,88750,2845,37.4750559,126.9904733
서초구,방배동,경남,방배동 1028-1 경남,155.85,1980,201703,4,149500,3166,37.476563,126.9997282
서초구,방배동,한신휴플러스,방배동 3000-1 한신휴플러스,84.61,2006,201703,6,77600,3027,37.486574,126.98280630000001
서초구,방배동,영진,방배동 836-4 영진,104.98,1998,201703,1,51000,1603,37.490268900000004,126.9913105
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.61,2004,201703,18,116500,3013,37.4776829,127.0051216
서초구,방배동,방배대우디오빌,방배동 866-20 방배대우디오빌,37.67,2005,201703,3,39700,3478,37.4860524,126.9842059
서초구,방배동,롯데캐슬파크(34),방배동 888-34 롯데캐슬파크(34),141.66,2002,201703,6,140000,3261,37.486698600000004,126.9997196
서초구,방배동,방배대우멤버스카운티,방배동 809-22 방배대우멤버스카운티,109.6,2003,201703,6,97500,2936,37.492208899999994,126.992253
서초구,방배동,삼호2,방배동 758-4 삼호2,131.41,1976,201703,9,91750,2304,37.496539,126.98739199999999
서초구,방배동,신동아,방배동 988-1 신동아,139.74,1981,201703,11,137000,3235,37.4808718,127.0009508
서초구,방배동,방배대우디오빌,방배동 866-20 방배대우디오빌,29.6,2005,201703,8,31500,3512,37.4860524,126.9842059
서초구,방배동,신동아,방배동 988-1 신동아,167.01,1982,201703,4,157500,3112,37.4808718,127.0009508
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.31,2004,201703,7,106500,2761,37.4776829,127.0051216
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9321,2013,201703,17,116000,4507,37.4836297,126.9844447
서초구,방배동,방배2차현대홈타운,방배동 2001 방배2차현대홈타운,59.86,2001,201703,15,77000,4245,37.4901591,126.9839318
서초구,방배동,현대멤피스,방배동 772-13 현대멤피스,159.47,2001,201703,6,129000,2669,37.4951958,126.98834769999999
서초구,방배동,대우(효령),방배동 1038 대우(효령),84.91,1992,201703,6,76500,2973,37.479547700000005,126.9938793
서초구,방배동,쌍용예가클래식,방배동 776-3 쌍용예가클래식,89.844,1978,201703,11,89900,3302,37.493625200000004,126.9876124
서초구,방배동,방배대우디오빌,방배동 866-20 방배대우디오빌,29.6,2005,201703,3,31000,3456,37.4860524,126.9842059
서초구,방배동,방배아크로리버,방배동 752-36 방배아크로리버,149.225,2004,201703,2,105000,2322,37.4977917,126.9845385
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.61,2004,201703,4,106000,2741,37.4776829,127.0051216
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,147.7221,2013,201704,12,162000,3619,37.4836297,126.9844447
서초구,방배동,디오수페리움2,방배동 3001-1 디오수페리움2,84.97,2006,201704,11,70000,2719,37.48607020000001,126.9826358
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,84.97,2010,201704,9,127000,4932,37.483911600000006,126.99832659999998
서초구,방배동,방배아크로리버,방배동 752-36 방배아크로리버,149.225,2004,201704,4,105000,2322,37.4977917,126.9845385
서초구,방배동,방배자이,방배동 888-53 방배자이,194.92,2003,201704,4,140500,2379,37.486432,126.9990648
서초구,방배동,방배2차현대홈타운,방배동 2001 방배2차현대홈타운,114.74,2001,201704,4,110000,3164,37.4901591,126.9839318
서초구,방배동,대우(효령),방배동 1038 대우(효령),84.91,1992,201704,12,77800,3024,37.479547700000005,126.9938793
서초구,방배동,방배우성,방배동 2525 방배우성,80.2,1991,201704,8,79500,3271,37.4744136,126.98258059999999
서초구,방배동,롯데캐슬포레스트,방배동 844-27 롯데캐슬포레스트,239.33,2003,201704,11,205000,2827,37.4917222,126.9958413
서초구,방배동,대림e-편한세상1,방배동 884-21 대림e-편한세상1,188.21,2003,201704,11,180000,3156,37.4877079,126.9989625
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9145,2013,201704,7,118000,4586,37.4836297,126.9844447
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),114.09,2004,201704,2,95000,2748,37.4776829,127.0051216
서초구,방배동,방배2차현대홈타운,방배동 2001 방배2차현대홈타운,147.26,2001,201704,6,120000,2689,37.4901591,126.9839318
서초구,방배동,동부센트레빌,방배동 3275 동부센트레빌,134.04,2004,201704,22,129500,3188,37.4976331,126.98804309999998
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,59.94,1999,201704,4,74800,4118,37.488453299999996,126.98390249999999
서초구,방배동,서리풀e편한세상,방배동 906-13 서리풀e편한세상,164.46,2010,201704,4,193000,3873,37.483911600000006,126.99832659999998
서초구,방배동,삼성래미안1,방배동 2626 삼성래미안1,59.9,2003,201704,1,66800,3680,37.4727041,126.98401559999999
서초구,방배동,롯데캐슬헤론,방배동 754-1 롯데캐슬헤론,168.81,2006,201704,18,118000,2307,37.496953999999995,126.9843021
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.31,2004,201704,23,109000,2825,37.4776829,127.0051216
서초구,방배동,방배래미안타워,방배동 485-3 방배래미안타워,134.96,2005,201704,10,99700,2438,37.4750559,126.9904733
서초구,방배동,방배임광,방배동 1010-1 방배임광,67.47,1988,201704,7,62800,3072,37.4763263,127.0033301
서초구,방배동,동부센트레빌,방배동 3275 동부센트레빌,134.04,2004,201704,9,130000,3201,37.4976331,126.98804309999998
서초구,방배동,방배2차현대홈타운,방배동 2001 방배2차현대홈타운,114.74,2001,201704,11,108000,3106,37.4901591,126.9839318
서초구,방배동,임광,방배동 1015 임광,136.38,1985,201704,3,80000,1936,37.4770722,127.00252590000001
서초구,방배동,방배아크로리버,방배동 752-36 방배아크로리버,149.225,2004,201704,10,110000,2433,37.4977917,126.9845385
서초구,방배동,롯데캐슬헤론,방배동 754-1 롯데캐슬헤론,168.81,2006,201704,16,117500,2297,37.496953999999995,126.9843021
서초구,방배동,롯데캐슬파크(40),방배동 888-40 롯데캐슬파크(40),244.75,2003,201704,7,181500,2447,37.4860212,126.9996443
서초구,방배동,태화빌라(733),방배동 733 태화빌라(733),255.17,1994,201704,4,170000,2199,37.497009600000005,126.9919656
서초구,방배동,대우(효령),방배동 1038 대우(효령),84.91,1992,201704,10,76500,2973,37.479547700000005,126.9938793
서초구,방배동,래미안방배에버뉴,방배동 775-1 래미안방배에버뉴,181.481,1977,201704,12,107500,1955,37.4940454,126.98828799999998
서초구,방배동,래미안방배아트힐(1008-2),방배동 1008-2 래미안방배아트힐(1008-2),127.61,2004,201704,9,110000,2845,37.4776829,127.0051216
서초구,방배동,방배롯데캐슬로제,방배동 849-30 방배롯데캐슬로제,198.16,2009,201704,10,235000,3914,37.4901852,126.99480259999999
서초구,방배동,동부센트레빌,방배동 3275 동부센트레빌,134.04,2004,201704,4,125000,3077,37.4976331,126.98804309999998
서초구,방배동,신동아,방배동 988-1 신동아,105.86,1981,201704,12,105000,3273,37.4808718,127.0009508
서초구,방배동,방배브라운가,방배동 930-1 방배브라운가,124.67,2006,201704,10,95500,2528,37.4835259,126.99193259999998
서초구,방배동,한신트리플,방배동 816-1 한신트리플,57.37,2004,201704,7,44200,2542,37.4912762,126.98930209999999
서초구,방배동,방배신삼호,방배동 725 방배신삼호,185.46,1983,201704,7,177000,3149,37.4971521,126.9897344
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.97399999999998,2013,201704,13,119800,4652,37.4836297,126.9844447
서초구,방배동,방배아크로리버,방배동 752-36 방배아크로리버,149.225,2004,201704,5,105000,2322,37.4977917,126.9845385
서초구,방배동,신동아,방배동 988-1 신동아,139.74,1981,201704,4,139000,3283,37.4808718,127.0009508
서초구,방배동,방배3차현대홈타운,방배동 2233 방배3차현대홈타운,120.915,2004,201704,2,100000,2729,37.491496000000005,126.98372930000001
서초구,방배동,롯데캐슬아르떼,방배동 424-28 롯데캐슬아르떼,84.9321,2013,201704,7,113000,4391,37.4836297,126.9844447
서초구,방배동,방배1차현대홈타운,방배동 1344 방배1차현대홈타운,59.94,1999,201704,11,76500,4212,37.488453299999996,126.98390249999999
서초구,방배동,쌍용예가클래식,방배동 776-3 쌍용예가클래식,89.844,1978,201704,10,91000,3342,37.493625200000004,126.9876124
서초구,방배동,영진,방배동 836-4 영진,104.98,1998,201704,6,80000,2515,37.490268900000004,126.9913105
서초구,방배동,삼호3,방배동 757-3 삼호3,129.76,1976,201704,9,114500,2912,37.4974479,126.9868947
서초구,방배동,방배대우디오빌,방배동 866-20 방배대우디오빌,29.6,2005,201704,6,31800,3545,37.4860524,126.9842059
서초구,방배동,삼호 1동~3동,방배동 770-1 삼호 1동~3동,81.39,1975,201704,8,70700,2867,37.4952327,126.98710890000001
서초구,방배동,신한엔시모,방배동 802-4 신한엔시모,196.31,2005,201704,6,190000,3194,37.4930778,126.9954783
서초구,방배동,서희융창,방배동 483-1 서희융창,101.83,2003,201704,5,90000,2917,37.4758785,126.9890913
서초구,방배동,방배아크로리버,방배동 752-36 방배아크로리버,84.74,2004,201704,21,89200,3474,37.4977917,126.9845385
서초구,방배동,쌍용예가클래식,방배동 776-3 쌍용예가클래식,155.4471,1978,201704,1,98000,2080,37.493625200000004,126.9876124
서초구,방배동,삼호3,방배동 757-3 삼호3,129.76,1976,201704,2,112000,2848,37.4974479,126.9868947
서초구,방배동,방배대우디오빌,방배동 866-20 방배대우디오빌,29.6,2005,201704,19,34000,3791,37.4860524,126.9842059
서초구,방배동,이연아마빌레,방배동 814-31 이연아마빌레,84.286,2006,201704,9,73000,2858,37.49221179999999,126.9894936
